05:25:00 - 05:54:00,05:55:00 - 06:09:00,06:10:00 - 06:24:00,06:25:00 - 06:39:00,06:40:00 - 06:54:00,06:55:00 - 07:39:00,07:40:00 - 07:54:00,07:55:00 - 08:24:00,08:25:00 - 09:39:00,09:40:00 - 11:24:00,11:25:00 - 12:39:00,12:40:00 - 13:54:00,13:55:00 - 14:39:00,14:40:00 - 14:54:00,14:55:00 - 15:39:00,15:40:00 - 15:54:00,15:55:00 - 16:24:00,16:25:00 - 17:09:00,17:10:00 - 17:54:00,17:55:00 - 18:54:00,18:55:00 - 20:39:00,20:40:00 - 21:24:00,21:25:00 - 00:00:00
48,57,61,68,81,85,80,75,69,67,69,70,72,76,72,77,71,68,63,59,56,52,50
