routeShortName,tripPatternId,scheduledRuntimeMinutes,percentile,observedRuntimeSeconds,fromStop,toStop
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,23,60,1371.78515625,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,20,60,1325.7890625,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,23,60,1339.08984375,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,20,60,1240.77734375,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,23,60,1216.94921875,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,21,60,1362.57421875,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,23,60,1342.65234375,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,21,60,1284.09375,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,24,60,1346.39453125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,21,60,1268.8359375,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,24,60,1286.23828125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,21,60,1265.99609375,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,28,60,1558.828125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,22,60,1162.86328125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,28,60,1709.56640625,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,22,60,1195,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,28,60,1556.5390625,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,23,60,1174.20703125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,28,60,1628.91015625,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,23,60,1161.05078125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,28,60,1298.3203125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,21,60,1191.49609375,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,28,60,1495.296875,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,21,60,1159.1328125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,28,60,1172.3203125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,21,60,1266.7578125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,28,60,1172.8125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,21,60,1068.7421875,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,25,60,1201.6484375,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,21,60,1189.9609375,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,25,60,1296.9296875,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,21,60,1036.96875,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,19,60,1097.6640625,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,21,60,1179.0625,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,19,60,1149.078125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,21,60,1044.5078125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,19,60,1066.9609375,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,20,60,1192.0546875,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,19,60,1039.8828125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,20,60,989.6328125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,18,60,1002.3125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,19,60,967.9453125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,18,60,930.8046875,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,19,60,963.28125,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
11,route_11_1726_to_1594_dd725aa39c0903a3f50ec032307afb4b2cfb5d59cd184b00af212446f4e4137c,18,60,904.1171875,McLaughlin Dr (UCSC - Science Hill),Front & Soquel Ave
