06:15:00 - 07:14:00,07:15:00 - 08:14:00,08:15:00 - 10:44:00,10:45:00 - 13:44:00,13:45:00 - 14:14:00,14:15:00 - 14:44:00,14:45:00 - 15:14:00,15:15:00 - 16:14:00,16:15:00 - 16:44:00,16:45:00 - 17:14:00,17:15:00 - 19:14:00,19:15:00 - 22:14:00,22:15:00 - 23:50:00
35,41,44,48,43,50,55,51,47,52,44,39,34
